Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
"Minimum 3 characters, maximum 50 characters",JUM-69,10507,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5ca42e31,,,,,,,,,,,,,,,,0|i001jz:,,,JUM Sprint 1,,,,,,,,,,,,,10503,JUM-67,Full Name Field Validation,To Do,02/Apr/26 1:37 PM
Numbers and special characters not allowed,JUM-70,10509,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@152239b8,,,,,,,,,,,,,,,,0|i001k7:,,,JUM Sprint 1,,,,,,,,,,,,,10503,JUM-67,Full Name Field Validation,To Do,02/Apr/26 1:37 PM
Cannot be blank,JUM-71,10511,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4cc4d8cb,,,,,,,,,,,,,,,,0|i001kf:,,,JUM Sprint 1,,,,,,,,,,,,,10503,JUM-67,Full Name Field Validation,To Do,02/Apr/26 1:37 PM
Inline error displayed for invalid input,JUM-72,10513,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4cec2d6c,,,,,,,,,,,,,,,,0|i001kn:,,,JUM Sprint 1,,,,,,,,,,,,,10503,JUM-67,Full Name Field Validation,To Do,02/Apr/26 1:37 PM
Email Address Field Validation,JUM-73,10515,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@34c3674b,,,,,,,,,,,,,,,,0|i001kv:,,,JUM Sprint 1,,,,,,,,,,,,,10497,JUM-64,User Registration,To Do,02/Apr/26 1:37 PM
Must be valid email format (e.g. user@mail.com),JUM-74,10517,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@27946e1c,,,,,,,,,,,,,,,,0|i001l3:,,,JUM Sprint 1,,,,,,,,,,,,,10515,JUM-73,Email Address Field Validation,To Do,02/Apr/26 1:37 PM
"Minimum 5 characters, maximum 50 characters",JUM-75,10519,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6c222172,,,,,,,,,,,,,,,,0|i001lb:,,,JUM Sprint 1,,,,,,,,,,,,,10515,JUM-73,Email Address Field Validation,To Do,02/Apr/26 1:37 PM
Cannot be blank,JUM-76,10521,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28a36531,,,,,,,,,,,,,,,,0|i001lj:,,,JUM Sprint 1,,,,,,,,,,,,,10515,JUM-73,Email Address Field Validation,To Do,02/Apr/26 1:37 PM
Duplicate email shows: Email already registered,JUM-77,10523,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@17bfe26,,,,,,,,,,,,,,,,0|i001lr:,,,JUM Sprint 1,,,,,,,,,,,,,10515,JUM-73,Email Address Field Validation,To Do,02/Apr/26 1:37 PM
Mobile Number Field and OTP Verification,JUM-78,10525,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@51b949b,,,,,,,,,,,,,,,,0|i001lz:,,,JUM Sprint 1,,,,,,,,,,,,,10497,JUM-64,User Registration,To Do,02/Apr/26 1:37 PM
Accepts 10-digit numeric values only,JUM-79,10527,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4b76743e,,,,,,,,,,,,,,,,0|i001m7:,,,JUM Sprint 1,,,,,,,,,,,,,10525,JUM-78,Mobile Number Field and OTP Verification,To Do,02/Apr/26 1:37 PM
Cannot contain alphabets or special characters,JUM-80,10529,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4aa1621,,,,,,,,,,,,,,,,0|i001mf:,,,JUM Sprint 1,,,,,,,,,,,,,10525,JUM-78,Mobile Number Field and OTP Verification,To Do,02/Apr/26 1:37 PM
Cannot be blank,JUM-81,10531,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@369d46cf,,,,,,,,,,,,,,,,0|i001mn:,,,JUM Sprint 1,,,,,,,,,,,,,10525,JUM-78,Mobile Number Field and OTP Verification,To Do,02/Apr/26 1:37 PM
OTP is sent after entering the number,JUM-82,10533,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@50b715bd,,,,,,,,,,,,,,,,0|i001mv:,,,JUM Sprint 1,,,,,,,,,,,,,10525,JUM-78,Mobile Number Field and OTP Verification,To Do,02/Apr/26 1:37 PM
OTP is 6-digit numeric,JUM-83,10535,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@33d628e5,,,,,,,,,,,,,,,,0|i001n3:,,,JUM Sprint 1,,,,,,,,,,,,,10525,JUM-78,Mobile Number Field and OTP Verification,To Do,02/Apr/26 1:37 PM
OTP is valid for 5 minutes,JUM-84,10537,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67992ba0,,,,,,,,,,,,,,,,0|i001nb:,,,JUM Sprint 1,,,,,,,,,,,,,10525,JUM-78,Mobile Number Field and OTP Verification,To Do,02/Apr/26 1:37 PM
Incorrect OTP shows: Invalid OTP,JUM-85,10539,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7186a546,,,,,,,,,,,,,,,,0|i001nj:,,,JUM Sprint 1,,,,,,,,,,,,,10525,JUM-78,Mobile Number Field and OTP Verification,To Do,02/Apr/26 1:37 PM
Password Field Validation,JUM-86,10541,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@c505c2,,,,,,,,,,,,,,,,0|i001nr:,,,JUM Sprint 1,,,,,,,,,,,,,10497,JUM-64,User Registration,To Do,02/Apr/26 1:37 PM
"Minimum 8 characters, maximum 20 characters",JUM-87,10543,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@532c252e,,,,,,,,,,,,,,,,0|i001nz:,,,JUM Sprint 1,,,,,,,,,,,,,10541,JUM-86,Password Field Validation,To Do,02/Apr/26 1:37 PM
Must include at least 1 uppercase letter,JUM-88,10545,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6881d9b8,,,,,,,,,,,,,,,,0|i001o7:,,,JUM Sprint 1,,,,,,,,,,,,,10541,JUM-86,Password Field Validation,To Do,02/Apr/26 1:37 PM
Must include at least 1 lowercase letter,JUM-89,10547,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c69ed7b,,,,,,,,,,,,,,,,0|i001of:,,,JUM Sprint 1,,,,,,,,,,,,,10541,JUM-86,Password Field Validation,To Do,02/Apr/26 1:37 PM
Must include at least 1 number,JUM-90,10549,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@14d56ac9,,,,,,,,,,,,,,,,0|i001on:,,,JUM Sprint 1,,,,,,,,,,,,,10541,JUM-86,Password Field Validation,To Do,02/Apr/26 1:37 PM
Must include at least 1 special character,JUM-91,10551,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@330b8760,,,,,,,,,,,,,,,,0|i001ov:,,,JUM Sprint 1,,,,,,,,,,,,,10541,JUM-86,Password Field Validation,To Do,02/Apr/26 1:37 PM
Cannot be blank,JUM-92,10553,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:37 PM,02/Apr/26 1:37 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@582646af,,,,,,,,,,,,,,,,0|i001p3:,,,JUM Sprint 1,,,,,,,,,,,,,10541,JUM-86,Password Field Validation,To Do,02/Apr/26 1:37 PM
Show password strength indicator: Weak / Medium / Strong,JUM-93,10555,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:38 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@285ed376,,,,,,,,,,,,,,,,0|i001pb:,,,JUM Sprint 1,,,,,,,,,,,,,10541,JUM-86,Password Field Validation,To Do,02/Apr/26 1:38 PM
Form accepts submission only when strength is Strong,JUM-94,10557,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:38 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@17626796,,,,,,,,,,,,,,,,0|i001pj:,,,JUM Sprint 1,,,,,,,,,,,,,10541,JUM-86,Password Field Validation,To Do,02/Apr/26 1:38 PM
Confirm Password Validation,JUM-95,10559,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@783dd29d,,,,,,,,,,,,,,,,0|i001pr:,,,JUM Sprint 1,,,,,,,,,,,,,10497,JUM-64,User Registration,To Do,02/Apr/26 1:38 PM
Must match the password field,JUM-96,10561,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:38 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@26521974,,,,,,,,,,,,,,,,0|i001pz:,,,JUM Sprint 1,,,,,,,,,,,,,10559,JUM-95,Confirm Password Validation,To Do,02/Apr/26 1:38 PM
Cannot be blank,JUM-97,10563,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:38 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@66083e25,,,,,,,,,,,,,,,,0|i001q7:,,,JUM Sprint 1,,,,,,,,,,,,,10559,JUM-95,Confirm Password Validation,To Do,02/Apr/26 1:38 PM
Error message: Passwords do not match,JUM-98,10565,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:38 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@300b79af,,,,,,,,,,,,,,,,0|i001qf:,,,JUM Sprint 1,,,,,,,,,,,,,10559,JUM-95,Confirm Password Validation,To Do,02/Apr/26 1:38 PM
Terms and Conditions Checkbox,JUM-99,10567,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@22fa5e5b,,,,,,,,,,,,,,,,0|i001qn:,,,JUM Sprint 1,,,,,,,,,,,,,10497,JUM-64,User Registration,To Do,02/Apr/26 1:38 PM
Must be checked to enable the Sign Up button,JUM-100,10569,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:38 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7524c81b,,,,,,,,,,,,,,,,0|i001qv:,,,JUM Sprint 1,,,,,,,,,,,,,10567,JUM-99,Terms and Conditions Checkbox,To Do,02/Apr/26 1:38 PM
Checkbox contains a clickable link to Terms and Conditions,JUM-101,10571,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:38 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7e9a6fa5,,,,,,,,,,,,,,,,0|i001r3:,,,JUM Sprint 1,,,,,,,,,,,,,10567,JUM-99,Terms and Conditions Checkbox,To Do,02/Apr/26 1:38 PM
Sign Up Button Behaviour,JUM-102,10573,Task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:43 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3b8c9310,,,,,,,,,,,,,,,,0|i001rb:,,,JUM Sprint 1,,,,,,,,,,,,,10497,JUM-64,User Registration,To Do,02/Apr/26 1:38 PM
Enabled only when all inputs are valid and OTP is verified,JUM-103,10575,Sub-task,To Do,JUM,JASSI USER MANAGEMENT,software,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,Medium,,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,02/Apr/26 1:38 PM,02/Apr/26 1:38 PM,,,222,,0,,,Justina J,712020:e065d815-2064-4acc-b8d1-1cb41cc190b2,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e7221f9,,,,,,,,,,,,,,,,0|i001rj:,,,JUM Sprint 1,,,,,,,,,,,,,10573,JUM-102,Sign Up Button Behaviour,To Do,02/Apr/26 1:38 PM
